Transaction_ID,Date,Drug_Name,Batch_Number,Qty_Sold,MRP_Unit_Price,Total_Amount
TXN-14812,2024-04-23,Pan 40,,2,155,310
TXN-14813,2024-04-23,Azithral 500,AZI-2403-84,1,118.5,118.5
TXN-14814,2024-04-23,Allegra 120,ALL-2403-83,9,198,1782
TXN-14815,2024-04-24,Allegra 120,ALL-2403-83,5,198,990
TXN-14816,2024-04-24,Azithral 500,AZI-2403-42,5,118.5,592.5
TXN-14817,2024-04-24,Glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14818,2024-04-24,Dolo 650,DOL-2404-91,1,30,30
TXN-14819,2024-04-24,Dolo 650,DOL-2403-12,2,30,60
TXN-14820,2024-04-24,Pan 40,PAN-2404-56,3,155,465
TXN-14821,2024-04-25,Pan 40,PAN-2404-56,4,155,620
TXN-14822,2024-04-25,Pan 40,PAN-2404-56,1,155,155
TXN-14823,2024-04-25,Pan 40,PAN-2403-88,2,155,310
TXN-14824,2024-04-25,Dolo 650,DOL-2404-91,1,30,30
TXN-14825,2024-04-25,Allegra 120,ALL-2403-83,5,198,990
TXN-14826,2024-04-25,Dolo 650,,5,30,150
TXN-14827,2024-04-25,Pan 40,PAN-2403-22,5,155,775
TXN-14828,2024-04-25,Dolo 650,DOL-2403-28,3,30,90
TXN-14829,2024-04-26,Telma 40,TEL-2404-29,4,220,880
TXN-14830,2024-04-26,Pan 40,PAN-2403-88,1,155,155
TXN-14831,2024-04-26,Pan 40,PAN-2403-88,4,155,620
TXN-14832,2024-04-26,Glycomet 500,GLY-2404-87,4,225,90
TXN-14833,2024-04-26,Azithral 500,AZI-2404-33,2,118.5,237
TXN-14834,2024-04-27,Pan 40,PAN-2404-41,2,155,310
TXN-14835,2024-04-27,Allegra 120,ALL-2404-16,9,198,1782
TXN-14836,2024-04-27,Glycomet 500,GLY-2403-53,2,22.5,45
TXN-14837,2024-04-27,Pan 40,PAN-2403-22,4,155,620
TXN-14838,2024-04-27,Glycomet 500,GLY-2404-87,3,22.5,67.5
TXN-14839,2024-04-27,Allegra 120,ALL-2404-16,7,198,1386
TXN-14840,2024-04-27,Dolo 650,DOL-2404-55,1,30,30
TXN-14841,2024-04-27,Allegra 120,ALL-2403-83,6,198,1188
TXN-14842,2024-04-27,Allegra 120,ALL-2404-16,5,198,990
TXN-14843,2024-04-27,Pan 40,PAN-2404-41,5,155,775
TXN-14844,2024-04-27,Telma 40,TEL-2403-32,5,220,1100
TXN-14845,2024-04-28,Pan 40,PAN-2404-41,4,155,620
TXN-14846,2024-04-28,Azithral 500,AZI-2403-84,4,118.5,474
TXN-14847,2024-04-28,Azithral 500,AZI-2404-33,3,118.5,355.5
TXN-14848,2024-04-28,Telma 40,TEL-2404-29,3,220,660
TXN-14849,2024-04-28,Azithral 500,,3,118.5,355.5
TXN-14850,2024-04-29,Dolo 650,DOL-2404-91,2,30,60
TXN-14851,2024-04-29,Azithral 500,,1,118.5,118.5
TXN-14852,2024-04-29,Allegra 120,ALL-2403-83,8,198,1584
TXN-14853,2024-04-29,Telma 40,TEL-2404-50,5,220,1100
TXN-14854,2024-04-29,Dolo 650,DOL-2404-55,2,30,60
TXN-14855,2024-04-29,Azithral 500,AZI-2403-84,1,118.5,118.5
TXN-14856,2024-04-29,Azithral 500,AZI-2404-28,4,118.5,474
TXN-14857,2024-04-29,Telma 40,TEL-2404-50,2,220,440
TXN-14858,2024-04-29,Telma 40,TEL-2404-50,5,220,1100
TXN-14859,2024-04-29,Azithral 500,AZI-2404-33,5,118.5,592.5
TXN-14860,2024-04-29,Dolo 650,DOL-2404-55,2,30,60
TXN-14861,2024-04-29,Telma 40,TEL-2404-29,4,220,880
TXN-14862,2024-04-29,Pan 40,PAN-2404-41,3,155,465
TXN-14863,2024-04-29,Telma 40,TEL-2403-32,5,220,1100
TXN-14864,2024-04-29,Dolo 650,DOL-2403-28,1,30,30
TXN-14865,2024-04-30,Dolo 650,DOL-2404-55,4,30,120
TXN-14866,2024-04-30,Dolo 650,DOL-2403-28,5,30,150
TXN-14867,2024-04-30,Allegra 120,ALL-2404-87,4,198,792
TXN-14868,2024-04-30,Pan 40,PAN-2404-56,4,155,620
TXN-14869,2024-04-30,Pan 40,PAN-2403-22,3,155,465
TXN-14870,2024-04-30,Dolo 650,DOL-2403-28,5,30,150
TXN-14871,2024-04-30,Pan 40,PAN-2404-56,1,155,155
TXN-14872,2024-04-30,Azithral 500,AZI-2404-33,3,118.5,355.5
TXN-14873,2024-04-30,Pan 40,PAN-2404-56,2,155,310
TXN-14874,2024-04-30,Telma 40,TEL-2404-29,2,220,440
TXN-14875,2024-04-30,Azithral 500,AZI-2404-28,1,118.5,118.5
TXN-14876,2024-05-01,Dolo 650,DOL-2403-28,5,30,150
TXN-14877,2024-05-01,Azithral 500,AZI-2404-28,3,118.5,355.5
TXN-14878,2024-05-01,Pan 40,PAN-2404-41,2,155,310
TXN-14879,2024-05-01,Pan 40,PAN-2404-56,5,155,775
TXN-14880,2024-05-01,Telma 40,TEL-2404-50,1,220,220
TXN-14881,2024-05-01,Pan 40,PAN-2404-56,3,155,465
TXN-14882,2024-05-01,Glycomet 500,GLY-2404-87,1,22.5,22.5
TXN-14883,2024-05-01,Pan 40,PAN-2404-41,2,155,310
TXN-14884,2024-05-01,Telma 40,TEL-2404-29,3,220,660
TXN-14885,2024-05-02,Telma 40,,1,220,220
TXN-14886,2024-05-02,Glycomet 500,,4,22.5,90
TXN-14887,2024-05-02,Allegra 120,ALL-2404-87,3,198,594
TXN-14888,2024-05-02,Glycomet 500,GLY-2403-53,4,22.5,90
TXN-14889,2024-05-02,Pan 40,PAN-2403-22,5,155,775
TXN-14890,2024-05-02,Glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14891,2024-05-02,Allegra 120,ALL-2403-83,3,198,594
TXN-14892,2024-05-02,Dolo 650,DOL-2404-55,3,30,90
TXN-14893,2024-05-02,Dolo 650,DOL-2404-55,5,30,150
TXN-14894,2024-05-02,Telma 40,TEL-2403-32,4,220,880
TXN-14895,2024-05-02,Telma 40,TEL-2404-29,5,220,1100
TXN-14896,2024-05-02,Dolo 650,DOL-2404-55,1,30,30
TXN-14897,2024-05-02,Azithral 500,AZI-2404-28,4,118.5,474
TXN-14898,2024-05-02,Azithral 500,AZI-2404-28,1,118.5,118.5
TXN-14899,2024-05-03,Pan 40,,5,155,775
TXN-14900,2024-05-03,Pan 40,PAN-2403-22,3,155,465
TXN-14901,2024-05-03,Glycomet 500,GLY-2403-53,2,22.5,45
TXN-14902,2024-05-03,Glycomet 500,GLY-2404-57,5,22.5,112.5
TXN-14903,2024-05-03,Azithral 500,AZI-2403-84,2,118.5,237
TXN-14904,2024-05-03,Dolo 650,DOL-2403-28,1,30,30
TXN-14905,2024-05-03,Pan 40,PAN-2403-22,5,155,775
TXN-14906,2024-05-03,Dolo 650,DOL-2403-28,1,30,30
TXN-14907,2024-05-04,Allegra 120,ALL-2404-16,4,198,792
TXN-14908,2024-05-04,Pan 40,PAN-2403-22,1,155,155
TXN-14909,2024-05-04,Dolo 650,DOL-2403-28,2,30,60
TXN-14910,2024-05-04,Pan 40,PAN-2404-41,5,155,775
TXN-14911,2024-05-04,Dolo 650,DOL-2404-55,2,30,60
TXN-14912,2024-05-04,Dolo 650,DOL-2403-28,3,30,90
TXN-14913,2024-05-04,Telma 40,TEL-2403-32,2,220,440
TXN-14914,2024-05-04,Dolo 650,DOL-2403-28,1,30,30
TXN-14915,2024-05-04,Pan 40,PAN-2404-56,2,155,310
TXN-14916,2024-05-04,Glycomet 500,GLY-2404-57,1,22.5,22.5
TXN-14917,2024-05-04,Glycomet 500,GLY-2404-57,4,22.5,90
TXN-14918,2024-05-05,Pan 40,PAN-2404-56,3,155,465
TXN-14919,2024-05-05,Pan 40,PAN-2404-41,5,155,775
TXN-14920,2024-05-05,Allegra 120,ALL-2404-16,2,198,396
TXN-14921,2024-05-05,Pan 40,PAN-2404-56,1,155,155
TXN-14922,2024-05-05,Azithral 500,AZI-2404-33,5,118.5,592.5
TXN-14923,2024-05-05,Glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14924,2024-05-05,Dolo 650,DOL-2403-28,5,30,150
TXN-14925,2024-05-05,Glycomet 500,GLY-2404-87,4,22.5,90
TXN-14926,2024-05-05,Allegra 120,ALL-2404-16,2,198,396
TXN-14927,2024-05-05,Telma 40,,4,220,880
TXN-14928,2024-05-05,Allegra 120,ALL-2403-83,5,198,990
TXN-14929,2024-05-05,Dolo 650,DOL-2403-28,4,30,120
TXN-14930,2024-05-05,Pan 40,PAN-2404-56,4,155,620
TXN-14931,2024-05-05,Allegra 120,,1,198,198
TXN-14932,2024-05-06,Glycomet 500,GLY-2404-87,3,22.5,67.5
TXN-14933,2024-05-06,Glycomet 500,GLY-2404-87,1,22.5,22.5
TXN-14934,2024-05-06,Pan 40,PAN-2404-41,2,155,310
TXN-14935,2024-05-06,Telma 40,,4,220,880
TXN-14936,2024-05-06,Allegra 120,ALL-2403-83,5,198,990
TXN-14937,2024-05-06,Telma 40,TEL-2404-29,2,220,440
TXN-14938,2024-05-06,Allegra 120,ALL-2403-83,1,198,198
TXN-14939,2024-05-06,Dolo 650,DOL-2404-91,1,30,30
TXN-14940,2024-05-06,Dolo 650,DOL-2404-91,1,30,30
TXN-14941,2024-05-07,Pan 40,,5,155,775
TXN-14942,2024-05-07,Dolo 650,DOL-2404-55,2,30,60
TXN-14943,2024-05-07,Azithral 500,AZI-2403-84,5,118.5,592.5
TXN-14944,2024-05-07,Dolo 650,DOL-2403-28,5,30,150
TXN-14945,2024-05-07,Telma 40,TEL-2403-32,1,220,220
TXN-14946,2024-05-07,Azithral 500,AZI-2404-28,3,118.5,355.5
TXN-14947,2024-05-07,Glycomet 500,GLY-2404-87,2,22.5,45
TXN-14948,2024-05-07,Azithral 500,AZI-2404-33,2,118.5,237
TXN-14949,2024-05-07,Azithral 500,AZI-2404-33,3,118.5,355.5
TXN-14950,2024-05-07,Telma 40,TEL-2404-50,3,220,660
TXN-14951,2024-05-07,Telma 40,TEL-2404-29,2,220,440
TXN-14952,2024-05-07,Dolo 650,DOL-2403-28,1,30,30
TXN-14953,2024-05-07,Pan 40,PAN-2404-41,3,155,465
TXN-14954,2024-05-07,Glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14955,2024-05-07,Telma 40,,2,220,440
TXN-14956,2024-05-08,Pan 40,PAN-2404-56,5,155,775
TXN-14957,2024-05-08,Pan 40,PAN-2403-22,5,155,775
TXN-14958,2024-05-08,Allegra 120,ALL-2404-87,4,198,792
TXN-14959,2024-05-08,Glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14960,2024-05-08,Glycomet 500,GLY-2404-87,4,22.5,90
TXN-14961,2024-05-08,Azithral 500,AZI-2403-84,2,118.5,237
TXN-14962,2024-05-09,Allegra 120,ALL-2404-16,1,198,198
TXN-14963,2024-05-09,Pan 40,PAN-2404-56,4,155,620
TXN-14964,2024-05-09,Azithral 500,AZI-2403-84,4,118.5,474
TXN-14965,2024-05-09,Azithral 500,AZI-2404-28,2,,237
TXN-14966,2024-05-09,Glycomet 500,,1,22.5,22.5
TXN-14967,2024-05-09,Allegra 120,,2,198,396
TXN-14968,2024-05-09,Dolo 650,DOL-2404-55,2,30,60
TXN-14969,2024-05-09,Glycomet 500,GLY-2403-53,4,22.5,90
TXN-14970,2024-05-09,Glycomet 500,GLY-2404-87,2,22.5,45
TXN-14971,2024-05-09,Glycomet 500,GLY-2404-87,4,22.5,90
TXN-14972,2024-05-09,Allegra 120,ALL-2404-16,4,198,792
TXN-14973,2024-05-10,Dolo 650,DOL-2403-28,5,30,150
TXN-14974,2024-05-10,Azithral 500,AZI-2404-28,3,118.5,355.5
TXN-14975,2024-05-10,Glycomet 500,GLY-2404-57,4,22.5,90
TXN-14976,2024-05-10,Glycomet 500,GLY-2404-87,3,22.5,67.5
TXN-14977,2024-05-10,Telma 40,TEL-2404-29,1,220,220
TXN-14978,2024-05-10,Pan 40,PAN-2404-41,5,155,775
TXN-14979,2024-05-10,Glycomet 500,,1,22.5,22.5
TXN-14980,2024-05-10,Dolo 650,DOL-2404-55,1,30,30
TXN-14981,2024-05-10,Telma 40,TEL-2403-32,2,220,440
TXN-14982,2024-05-10,Dolo 650,DOL-2403-28,4,30,120
TXN-14983,2024-05-10,Telma 40,TEL-2404-29,3,220,660
TXN-14984,2024-05-10,Allegra 120,ALL-2404-16,5,198,990
TXN-14985,2024-05-10,Telma 40,TEL-2403-32,5,220,1100
TXN-14986,2024-05-10,Dolo 650,DOL-2403-28,4,30,120
TXN-14987,2024-05-11,Allegra 120,ALL-2403-83,3,198,594
TXN-14988,2024-05-11,Allegra 120,,3,198,594
TXN-14989,2024-05-11,Dolo 650,DOL-2404-55,3,30,90
TXN-14990,2024-05-11,Telma 40,TEL-2403-32,1,220,220
TXN-14991,2024-05-11,Dolo 650,DOL-2404-91,5,30,150
TXN-14992,2024-05-12,Allegra 120,ALL-2404-16,5,198,990
TXN-14993,2024-05-12,Azithral 500,AZI-2404-33,1,118.5,118.5
TXN-14994,2024-05-12,Glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14995,2024-05-12,Allegra 120,ALL-2403-83,4,198,792
TXN-14996,2024-05-12,Glycomet 500,GLY-2404-57,4,22.5,90
TXN-14997,2024-05-12,Allegra 120,ALL-2404-87,4,198,792
TXN-14998,2024-05-12,Glycomet 500,GLY-2404-57,3,22.5,67.5
TXN-14999,2024-05-12,Glycomet 500,GLY-2403-53,1,22.5,22.5
TXN-15000,2024-05-13,Pan 40,PAN-2404-41,3,155,465
TXN-15001,2024-05-13,Allegra 120,ALL-2404-16,5,198,990
TXN-15002,2024-05-13,Pan 40,PAN-2404-41,5,155,775
TXN-15003,2024-05-13,Azithral 500,AZI-2403-84,1,118.5,118.5
TXN-15004,2024-05-13,Allegra 120,ALL-2404-87,5,198,990
TXN-15005,2024-05-14,Glycomet 500,GLY-2403-53,3,22.5,67.5
TXN-15006,2024-05-14,Glycomet 500,GLY-2404-57,5,22.5,112.5
TXN-15007,2024-05-14,Telma 40,TEL-2404-50,1,220,220
TXN-15008,2024-05-14,Dolo 650,DOL-2404-91,1,30,30
TXN-15009,2024-05-14,Dolo 650,DOL-2403-28,2,30,60
TXN-15010,2024-05-14,Pan 40,PAN-2403-22,5,155,775
TXN-15011,2023-01-01,Dolo 650,DOL-2403-28,2,30,60
TXN-15012,2024-05-14,Azithral 500,AZI-2404-33,4,118.5,474
TXN-15013,2024-05-14,Pan 40,PAN-2404-56,5,155,775
TXN-15014,2024-05-14,Dolo 650,DOL-2404-55,3,30,90
TXN-15015,2024-05-15,Azithral 500,AZI-2405-91,4,118.5,474
TXN-15016,2024-05-15,Telma 40,TEL-2405-79,1,220,220
TXN-15017,2024-05-15,Dolo 650,DOL-2405-35,1,30,30
TXN-15018,2024-05-15,Dolo 650,DOL-2404-55,4,30,120
TXN-15019,2024-05-15,Allegra 120,ALL-2404-16,2,198,396
TXN-15020,2024-05-16,Pan 40,PAN-2405-38,1,155,155
TXN-15021,2024-05-16,Dolo 650,DOL-2404-55,4,30,120
TXN-15022,2024-05-16,Dolo 650,DOL-2404-91,2,30,60
TXN-15023,2024-05-16,Pan 40,PAN-2404-56,4,155,620
TXN-15024,2024-05-16,Telma 40,,4,220,880
TXN-15025,2024-05-16,Azithral 500,AZI-2404-33,1,118.5,118.5
TXN-15026,2024-05-16,Pan 40,PAN-2405-38,1,155,155
TXN-15027,2024-05-16,Telma 40,TEL-2404-29,5,220,1100
TXN-15028,2024-05-16,Glycomet 500,GLY-2404-57,2,22.5,45
TXN-15029,2024-05-16,Allegra 120,ALL-2404-16,2,198,396
TXN-15030,2024-05-17,Telma 40,TEL-2405-79,1,220,220
TXN-15031,2024-05-17,Allegra 120,,2,198,396
TXN-15032,2024-05-17,Azithral 500,AZI-2404-28,4,118.5,474
TXN-15033,2024-05-17,Telma 40,TEL-2404-29,4,220,880
TXN-15034,2024-05-17,Glycomet 500,GLY-2404-57,4,22.5,90
TXN-15035,2024-05-17,Pan 40,PAN-2404-56,1,155,155
TXN-15036,2024-05-17,Pan 40,PAN-2405-38,5,155,775
TXN-15037,2024-05-17,Pan 40,PAN-2404-56,5,155,775
TXN-15038,2024-05-17,Dolo 650,DOL-2404-91,3,30,90
TXN-15039,2024-05-17,Glycomet 500,GLY-2405-45,1,22.5,22.5
TXN-15040,2024-05-17,Telma 40,TEL-2404-29,4,220,880
TXN-15041,2024-05-18,Pan 40,PAN-2405-38,2,155,310
TXN-15042,2024-05-18,Glycomet 500,GLY-2405-45,5,22.5,112.5
TXN-15043,2024-05-18,Allegra 120,ALL-2405-91,5,198,990
TXN-15044,2024-05-18,Allegra 120,ALL-2405-91,4,198,792
TXN-15045,2024-05-18,Azithral 500,AZI-2404-33,5,118.5,592.5
TXN-15046,2024-05-18,Pan 40,PAN-2405-38,3,155,465
TXN-15047,2024-05-18,Telma 40,TEL-2405-79,4,220,880
TXN-15048,2024-05-18,Azithral 500,AZI-2404-33,4,118.5,474
TXN-15049,2024-05-18,Allegra 120,ALL-2404-16,1,198,198
TXN-15050,2024-05-18,Glycomet 500,GLY-2405-45,3,22.5,67.5
TXN-15051,2024-05-18,Dolo 650,DOL-2404-91,1,30,30
TXN-15052,2024-05-19,Glycomet 500,GLY-2404-87,1,22.5,22.5
TXN-15053,2024-05-19,Telma 40,TEL-2405-79,4,220,880
TXN-15054,2024-05-19,Telma 40,TEL-2404-29,5,2200,1100
TXN-15055,2024-05-19,Telma 40,TEL-2405-79,1,220,220
TXN-15056,2024-05-19,Dolo 650,DOL-2405-35,4,30,120
TXN-15057,2024-05-19,Telma 40,,5,220,1100
TXN-15058,2024-05-19,Allegra 120,,5,198,990
TXN-15059,2024-05-19,Telma 40,TEL-2404-50,4,220,880
TXN-15060,2024-05-19,Allegra 120,ALL-2405-91,5,198,990
TXN-15061,2024-05-19,Dolo 650,DOL-2404-55,1,30,30
TXN-15062,2024-05-19,Telma 40,TEL-2405-79,1,220,220
TXN-15063,2024-05-19,Pan 40,PAN-2404-56,3,155,465
TXN-15064,2024-05-19,Telma 40,TEL-2405-79,3,220,660
TXN-15065,2024-05-19,Telma 40,TEL-2404-50,2,220,440
TXN-15066,2024-05-19,Pan 40,PAN-2404-41,4,155,620
TXN-15067,2024-05-20,Allegra 120,ALL-2404-87,4,198,792
TXN-15068,2024-05-20,Telma 40,TEL-2404-50,5,220,1100
TXN-15069,2024-05-20,Glycomet 500,GLY-2404-57,3,22.5,67.5
TXN-15070,2024-05-20,Glycomet 500,GLY-2405-45,1,22.5,22.5
TXN-15071,2024-05-20,Dolo 650,DOL-2405-35,5,30,150
TXN-15072,2024-05-20,Allegra 120,ALL-2404-87,5,198,990
TXN-15073,2024-05-20,Glycomet 500,GLY-2404-87,3,22.5,67.5
TXN-15074,2024-05-20,Dolo 650,,3,30,90
TXN-15075,2024-05-20,Allegra 120,ALL-2404-87,3,198,594
TXN-15076,2024-05-20,Allegra 120,ALL-2405-91,2,198,396
TXN-15077,2024-05-20,Pan 40,PAN-2405-38,4,155,620
TXN-15078,2024-05-20,Allegra 120,,1,198,198
TXN-15079,2024-05-21,Glycomet 500,GLY-2404-57,2,22.5,45
TXN-15080,2024-05-21,Pan 40,PAN-2404-41,3,155,465
TXN-15081,2024-05-21,Dolo 650,DOL-2405-35,4,30,120
TXN-15082,2024-05-21,Azithral 500,AZI-2405-91,2,118.5,237
TXN-15083,2024-05-21,Allegra 120,ALL-2404-16,4,198,792
TXN-15084,2024-05-21,Dolo 650,DOL-2404-91,3,30,90
TXN-15085,2024-05-21,Allegra 120,ALL-2404-16,5,198,990
TXN-15086,2024-05-21,Azithral 500,AZI-2404-33,2,118.5,237
TXN-15087,2024-05-21,Azithral 500,AZI-2404-33,1,118.5,118.5
TXN-15088,2024-05-21,Azithral 500,AZI-2404-28,3,118.5,355.5
TXN-15089,2024-05-21,Pan 40,PAN-2404-56,5,155,775
TXN-15090,2024-05-22,Dolo 650,,1,30,30
TXN-15091,2024-05-22,Allegra 120,ALL-2404-16,5,198,990
TXN-15092,2024-05-22,Dolo 650,DOL-2404-55,2,30,60
TXN-15093,2024-05-22,Telma 40,TEL-2405-79,3,220,660
TXN-15094,2024-05-22,Glycomet 500,,5,22.5,112.5
TXN-15095,2024-05-22,Glycomet 500,GLY-2404-57,1,22.5,22.5
TXN-15096,2024-05-22,Dolo 650,DOL-2405-35,4,30,120
TXN-15097,2024-05-22,Glycomet 500,GLY-2404-87,4,22.5,90
TXN-15098,2024-05-22,Telma 40,TEL-2404-29,1,220,220
TXN-15099,2024-05-22,Pan 40,PAN-2405-38,2,155,310
TXN-15100,2024-05-22,Dolo 650,DOL-2404-55,5,30,150
TXN-15101,2024-05-22,Telma 40,TEL-2404-29,3,220,660
TXN-15102,2024-05-22,Glycomet 500,GLY-2404-57,5,22.5,112.5
TXN-15103,2024-05-22,Telma 40,TEL-2405-79,5,220,1100
TXN-15104,2024-05-23,Dolo 650,DOL-2405-35,2,30,60
TXN-15105,2024-05-23,Dolo 650,DOL-2405-35,3,30,90
TXN-15106,2024-05-23,Allegra 120,ALL-2405-91,5,198,990
TXN-15107,2024-05-23,Azithral 500,AZI-2404-33,3,118.5,355.5
TXN-15108,2024-05-23,Dolo 650,,3,30,90
TXN-15109,2024-05-23,Dolo 650,DOL-2404-55,2,30,60
TXN-15110,2024-05-23,Azithral 500,AZI-2405-91,3,118.5,355.5
TXN-15111,2024-05-23,Dolo 650,DOL-2405-35,2,30,60
TXN-15112,2024-05-23,Dolo 650,DOL-2404-55,5,30,150
TXN-15113,2024-05-23,Glycomet 500,GLY-2404-57,5,22.5,112.5
TXN-15114,2024-05-24,Dolo 650,DOL-2404-91,5,30,150
TXN-15115,2024-05-24,Azithral 500,AZI-2405-91,5,118.5,592.5
TXN-15116,2024-05-24,Pan 40,PAN-2404-41,5,155,775
TXN-15117,2024-05-24,Dolo 650,DOL-2404-91,4,30,120
TXN-15118,2024-05-24,Allegra 120,ALL-2404-16,4,198,792
TXN-15119,2024-05-25,Pan 40,PAN-2404-56,2,155,310
TXN-15120,2024-05-25,Glycomet 500,GLY-2404-87,4,22.5,90
TXN-15121,2024-05-25,Glycomet 500,GLY-2405-45,1,22.5,22.5
TXN-15122,2024-05-25,Telma 40,TEL-2404-50,2,220,440
TXN-15123,2024-05-25,Telma 40,TEL-2404-29,2,220,440
TXN-15124,2024-05-25,Dolo 650,DOL-2404-91,5,30,150
TXN-15125,2024-05-25,Dolo 650,DOL-2405-35,4,30,120
TXN-15126,2024-05-26,Azithral 500,AZI-2404-28,3,118.5,355.5
TXN-15127,2024-05-26,Glycomet 500,GLY-2405-45,1,22.5,22.5
TXN-15128,2024-05-26,Dolo 650,DOL-2404-91,4,30,120
TXN-15129,2024-05-26,Pan 40,PAN-2404-56,5,155,775
TXN-15130,2024-05-26,Pan 40,PAN-2404-41,3,,465
TXN-15131,2024-05-26,Telma 40,TEL-2405-79,3,220,660
TXN-15132,2024-05-26,Azithral 500,,1,118.5,118.5
TXN-15133,2024-05-26,Telma 40,TEL-2405-79,5,220,1100
TXN-15134,2024-05-26,Dolo 650,DOL-2404-91,1,30,30
TXN-15135,2024-05-26,Telma 40,TEL-2404-29,2,220,440
TXN-15136,2024-05-26,Glycomet 500,GLY-2405-45,1,22.5,22.5
TXN-15137,2024-05-26,Glycomet 500,GLY-2404-57,2,22.5,45
TXN-15138,2024-05-26,Azithral 500,AZI-2404-33,3,118.5,355.5
TXN-15139,2024-05-26,Dolo 650,DOL-2404-91,4,30,120
TXN-15140,2024-05-27,Dolo 650,DOL-2404-91,3,30,90
TXN-15141,2024-05-27,Pan 40,PAN-2404-41,2,155,310
TXN-15142,2024-05-27,Telma 40,TEL-2405-79,2,220,440
TXN-15143,2024-05-27,Pan 40,PAN-2404-56,2,155,310
TXN-15144,2024-05-27,Allegra 120,ALL-2404-16,3,198,594
TXN-15145,2024-05-28,Telma 40,,5,220,1100
TXN-15146,2024-05-28,Dolo 650,DOL-2405-35,1,30,30
TXN-15147,2024-05-28,Pan 40,PAN-2405-38,4,155,620
TXN-15148,2024-05-28,Azithral 500,AZI-2404-33,1,118.5,118.5
TXN-15149,2024-05-28,Telma 40,TEL-2404-29,2,220,440
TXN-15150,2024-05-28,Allegra 120,ALL-2404-16,3,198,594
TXN-15151,2024-05-29,Glycomet 500,GLY-2405-45,4,22.5,90
TXN-15152,2024-05-29,Glycomet 500,GLY-2404-87,3,22.5,67.5
TXN-15153,2024-05-29,Glycomet 500,GLY-2405-45,2,,45
TXN-15154,2024-05-29,Dolo 650,,1,30,30
TXN-15155,2024-05-29,Telma 40,TEL-2404-29,1,220,220
TXN-15156,2024-05-29,Pan 40,PAN-2404-56,2,155,310
TXN-15157,2024-05-29,Telma 40,TEL-2405-79,2,220,440
TXN-15158,2024-05-29,Dolo 650,DOL-2404-91,4,30,120
TXN-15159,2024-05-30,Telma 40,,5,220,1100
TXN-15160,2024-05-30,Telma 40,TEL-2405-85,3,220,660
TXN-15161,2024-05-30,Azithral 500,AZI-2404-28,4,118.5,474
TXN-15162,2024-05-30,Pan 40,PAN-2405-38,3,155,465
TXN-15163,2024-05-30,Glycomet 500,GLY-2404-57,5,22.5,112.5
TXN-15164,2024-05-30,Azithral 500,AZI-2404-28,4,118.5,474
TXN-15165,2024-05-30,Glycomet 500,GLY-2405-45,3,22.5,67.5
TXN-15166,2024-05-30,Allegra 120,ALL-2405-91,5,198,990
TXN-15167,2024-05-30,Telma 40,TEL-2404-50,2,220,440
TXN-15168,2024-05-31,Dolo 650,DOL-2404-55,2,30,60
TXN-15169,2024-05-31,Azithral 500,AZI-2404-28,1,118.5,118.5
TXN-15170,2024-05-31,Azithral 500,AZI-2405-58,1,118.5,118.5
TXN-15171,2024-05-31,Pan 40,PAN-2405-18,3,155,465
TXN-15172,2024-05-31,Azithral 500,AZI-2405-58,1,118.5,118.5
TXN-15173,2024-06-01,Glycomet 500,GLY-2405-45,4,22.5,90
TXN-15174,2024-06-01,Allegra 120,ALL-2405-63,3,198,594
TXN-15175,2024-06-01,Pan 40,PAN-2404-41,1,155,155
TXN-15176,2024-06-01,Pan 40,PAN-2405-18,5,155,775
TXN-15177,2024-06-01,Telma 40,TEL-2405-79,1,220,220
TXN-15178,2024-06-02,Pan 40,PAN-2405-38,4,155,620
TXN-15179,2024-06-02,Allegra 120,ALL-2404-16,2,198,396
TXN-15180,2024-06-02,Glycomet 500,GLY-2405-45,5,22.5,112.5
TXN-15181,2024-06-02,Pan 40,PAN-2404-41,1,155,155
TXN-15182,2024-06-02,Allegra 120,ALL-2405-63,4,198,792
TXN-15183,2024-06-02,Glycomet 500,GLY-2404-57,1,22.5,22.5
TXN-15184,2024-06-03,Azithral 500,AZI-2405-58,4,118.5,474
TXN-15185,2024-06-03,Pan 40,PAN-2404-41,4,155,620
TXN-15186,2024-06-03,Telma 40,TEL-2404-50,4,220,880
TXN-15187,2024-06-03,Pan 40,PAN-2405-38,2,155,310
TXN-15188,2024-06-03,Glycomet 500,GLY-2405-45,5,22.5,112.5
TXN-15189,2024-06-04,Dolo 650,DOL-2404-55,8,30,240
TXN-15190,2023-01-01,Azithral 500,AZI-2405-91,5,118.5,592.5
TXN-15191,2024-06-04,Dolo 650,DOL-2404-55,8,30,240
TXN-15192,2024-06-04,Allegra 120,ALL-2404-16,4,198,792
TXN-15193,2024-06-04,Azithral 500,AZI-2405-91,5,118.5,592.5
TXN-15194,2024-06-04,Glycomet 500,GLY-2405-32,4,22.5,90
TXN-15195,2024-06-05,Telma 40,,2,220,440
TXN-15196,2024-06-05,Glycomet 500,GLY-2404-57,3,22.5,67.5
